utterance_id	speaker_id	target_id	utterance_text
222	P00600	P00002	Portanto, não podemos continuar a admitir que a política de ciência serve para qualquer Presidente da República ou para qualquer ministro do ensino superior e da ciência oferecer uns prémios, quando os nossos investigadores são aplaudidos lá fora. A questão que se coloca hoje aqui, para as políticas de ciência, é tão-só uma: a ligação com o tecido empresarial não pode ser o único objetivo. Não podemos continuar a ter uma visão meramente produtivista do conhecimento, senão estamos automaticamente a enterrar, por exemplo, todas as áreas das ciências sociais e humanas e das artes.
223	P00001	P00600	Peço-lhe que conclua, Sr. Deputado.
224	P00600	P00002	Terminarei, Sr. Presidente. Que País é que queremos? Um País que aplaude os cientistas portugueses que vencem prémios no estrangeiro ou que aposta neles, na ciência nacional e que os vincula à nossa investigação e às nossas estratégias?
225	P00001	P00610	Para uma intervenção de encerramento, em nome do Grupo Parlamentar do PS, tem a palavra o Sr. Deputado Porfírio Silva.
226	P00610	P00002	Sr. Presidente, Sr. e Srs. Deputados, Sr. Ministro, Srs. Secretários de Estado: O Governo mostrou hoje aqui que sabe bem o que há a fazer para que Portugal seja um País de ciência e que está a fazê-lo em bom ritmo e com determinação. A Carta de princípios de orientação para a Fundação para a Ciência e a Tecnologia, a par da posse da nova direção são boas notícias para a ciência. Depois de uma legislatura em que a FCT alienou a confiança da comunidade científica e do País, pondo-se ao serviço de uma orientação política errada que visava uma ciência para poucos, supostamente excelentes, temos de saudar esta reorientação, visando tornar a FCT, de novo, um vetor de confiança e um referencial de estabilidade para a comunidade científica, nomeadamente no que toca ao financiamento e à credibilidade dos processos de avaliação. Os cientistas, aqueles que realmente fazem da investigação a sua vida, sabem a importância que isso tem, apesar de as bancadas da direita, aparentemente, não o saberem. O acesso ao conhecimento não é meramente instrumental, colocando-se, isso sim, no plano dos direitos fundamentais e das exigências da democratização. O princípio do conhecimento para todos, orientado para a partilha, em acesso aberto, do conhecimento produzido com financiamento público, contrariando o oligopólio da edição académica, é decisivo para o futuro da ciência numa sociedade aberta. Por isso, saudamos a apresentação, hoje, aqui, dos princípios para uma política nacional de ciência aberta e apoiamos a determinação do Governo em prosseguir nesse caminho. A ciência não vive fora, nem ao lado, nem acima do País. A retórica do excesso de qualificações, que faz sempre parte das narrativas obscurantistas, serviu no passado recente de justificação para reduzir o apoio à formação avançada e o emprego científico. Ora, essa é uma retórica perigosa, até porque não deixa de ter responsabilidades na precariedade que persiste e que é preciso combater, tal como tem responsabilidade na emigração de jovens qualificados, em detrimento da captação de cérebros que tínhamos conseguido em anos anteriores. Quando se trata de perspetivar o papel do conhecimento no desenvolvimento socioeconómico, não vale a pena tentar polarizar o debate entre, por um lado, uma visão utilitarista, atenta só à importância económica da ciência e da tecnologia, e, por outro, uma visão cultural, que sublinha o valor crítico do conhecimento, temos de conciliar os méritos das duas visões, até porque se trata de não descurar as responsabilidades das políticas públicas na prossecução do bem comum. Cabe lembrar que, quando se trata de investir em I&D
227	P00001	P00370	Tem a palavra, para uma intervenção de encerramento, o Sr. Deputado Duarte Filipe Marques.
228	P00370	P00002	Sr. Presidente, Sr. e Srs. Deputados, Srs. Membros do Governo: Ao tomar a palavra para, em nome do PSD, encerrar este debate não podia deixar de destacar os números do abandono escolar hoje divulgados pelo INE (Instituto Nacional de Estatística), pelos quais todos nos devemos congratular. São enormes os progressos conseguidos pela escola portuguesa nos últimos anos, tendo em conta o dado que acaba de ser verificado: a grande redução do abandono escolar precoce. É uma redução encorajadora, pois, a prosseguirmos neste ritmo, conseguiremos, com certeza, ir além da meta europeia dos 10% para 2020, o que ainda há cinco anos parecia difícil de alcançar. Não nos esqueçamos que, em 2011, o abandono escolar estava em 23% e que, agora, a escola portuguesa conseguiu ficar abaixo dos 14%. Isto é defender a escola pública. Sr. e Srs. Deputados, não nos esqueçamos da evolução que o País teve neste sector e de que todos nos devemos congratular — escola, alunos, professores, pais, encarregados de educação. Mas, regressando a este debate que agora se encerra, fica claro que afinal, após quatro anos de propaganda do status quo contra a reforma levada a cabo pelo anterior Governo, a ciência em Portugal não andou para trás, evoluiu. Ou evoluía. Ou, pelo menos, mudou até agora. Os nossos centros de investigação ganharam competitividade internacional, graças a uma reestruturação e concentração levada a cabo pelo Governo anterior neste sector.
229	P00270	P00370	Ainda vão a tempo!
230	P00370	P00002	Portugal deixou de ser um contribuinte líquido em matéria de ciência, passámos a obter mais financiamento externo, a ganhar mais concursos internacionais, a ombrear com os melhores centros internacionais. Digam-me, Srs. Deputados: é com a ciência destruída que obtemos melhores resultados do que no passado? É com a destruição do sector que conseguimos resultados nunca antes alcançados no exterior?
231	P00348	P00370	Podia ter feito essa pergunta antes!
232	P00370	P00002	Tivemos finalmente uma avaliação externa às unidades de investigação, não feita apenas pelos pares mas, sim, por entidades externas independentes. Isso, sim, é democratizar a ciência e, sobretudo, permitir a todos um acesso igual e não apenas aos mesmos. Lamentamos, por isso, as notícias que aí vêm, como também lamentamos a previsível suspensão do programa investigador FCT, que dava estabilidade, previsibilidade e verdadeiras condições de trabalho aos nossos investigadores. Várias recomendações, nacionais e internacionais, defenderam a continuidade deste programa. Por revanche, ou mera tácita, ou cosmética política, um bom programa vai ficar pelo caminho. Destacamos, porém, a novidade, hoje anunciada, da criação de um calendário anual. É um bom princípio que nesta bancada reconhecemos e o qual apoiamos. Só lamentamos que a primeira decisão deste Governo tenha sido suspender todos os programas de formação avançada da FCT e o concurso nacional para projetos. Ao contrário do que aqui disse o Sr. Ministro, que não estavam suspensos, poderá ser um eufemismo mas aquilo que no passado estava aberto agora está em apreciação pela tutela. Se isto não é estar suspenso, gostava que o Sr. Ministro nos esclarecesse. Por falar nisso, não podia deixar de me espantar com a suspensão dos programas doutorais em empresas, logo aquela que é uma das principais máculas e falhas da investigação em Portugal apontada por painéis internacionais, pela OCDE e pela Comissão Europeia. O que também foi também surpreendente neste debate, e pasme-se, é o desaceleramento do investimento em ciência. O Sr. Ministro não respondeu aqui, quando lhe perguntámos, qual foi a execução em 2009, em 2010 e em 2011. Isto porque uma coisa é o Governo orçamentar e outra coisa é executar, e, ao contrário do que disseram, a partir de 2013, em 2014 e em 2015, a execução e o orçamentado em ciência sempre aumentou. Aquilo que hoje parece que temos não é uma nova política de ciência, é uma nova narrativa em ciência. Mas, falando em democracia na ciência, eu gostava de frisar um outro número que me parece importante. Quando alguns enchem a boca sobre a democracia na ciência, eu gostava de dizer que, em 2011, 60% do financiamento institucional da FCT ia para 26 laboratórios…
233	P00001	P00370	Peço-lhe que conclua, Sr. Deputado.
234	P00370	P00002	… e que, em 2015, foram para 71. Isto não é democratizar a ciência? Sr. Presidente e Srs. Deputados, a mudança do status quo é fundamental na ciência em Portugal. Não podemos deixar que sejam sempre os mesmos a receber o mesmo financiamento, ou seja, que o status quo ante, sem avaliação externa, continuava a ser o João a avaliar o Manuel e o Manuel a avaliar o João. Isto é destruir a ciência? Não! Isto é democratizar a investigação em Portugal. É por isso que dizemos, para terminar, que é possível e, sobretudo, é necessário manter a avaliação pelos pares, mas a componente externa não pode ser retirada, senão voltaremos ao mesmo: ao João a avaliar o Manuel, que a seguir vai avaliar o João e que, depois, vai avaliar o Manuel.
235	P00001	P00370	Sr. Deputado, faça favor de concluir.
236	P00370	P00002	Sr. Presidente, termino, lembrando também o legado de Mariano Gago.
237	P00270	P00370	Toda a gente quer o legado de Mariano Gago!
238	P00370	P00002	É que o legado de Mariano Gago não é de gastar mais, é de investir melhor, é de promover a competitividade externa e interna, para permitir que a ciência chegue aos melhores, mas não sempre aos mesmos, aos mesmos do status quo, àqueles que não alimentam a ciência, mas que se alimentam da ciência em Portugal.
239	P00001	P00598	Para encerrar o debate, em nome do Governo, tem a palavra o Sr. Ministro da Ciência, Tecnologia e Ensino Superior.
240	P00598	P00002	Sr. Presidente, Sr. e Srs. Deputados: O dia de hoje fica assinalado pela ocorrência do primeiro debate quinzenal desta Legislatura dedicado à ciência, mas também fica marcado pela nomeação do novo Conselho Diretivo da Fundação para a Ciência e a Tecnologia, uma instituição fundamental do sistema científico nacional. Na realidade, a aposta no conhecimento, representando um desígnio central do Programa do Governo e da ação do Ministério da Ciência, Tecnologia e Ensino Superior, reflete-se diretamente na relevância particular que a FCT ocupa na sociedade portuguesa. Foi neste contexto que dei posse, esta manhã, à nova Direção da Fundação para a Ciência e Tecnologia, na sequência de um processo, inédito em Portugal, de discussão pública sobre o futuro da FCT. Iniciado exatamente há dois meses, esse processo incluiu a audição de um vasto leque de membros e instituições da comunidade científica e do ensino superior e envolveu ainda a constituição de um grupo de reflexão dedicado a estimular a discussão pública e refletindo sobre as orientações que devem presidir ao futuro próximo da FCT. Da auscultação realizada resultou um conjunto diversificado de contributos que está hoje disponível no portal do Governo. É nesse contexto de garantia da participação da comunidade académica e científica na construção das políticas públicas de ciência, tecnologia e ensino superior, que hoje aqui apresentamos também a Carta de Princípios para a Orientação da Fundação para a Ciência e a Tecnologia. É hoje consensual na sociedade portuguesa que a FCT tem sido, desde a sua criação por José Mariano Gago, em 1997, uma entidade essencial ao desenvolvimento da ciência e da tecnologia em Portugal, tendo acompanhado o investimento no plano da formação e do desenvolvimento e contribuído para o seu sucesso e resultados alcançados no sistema de ensino superior e, particularmente, nas universidades. Contudo, a sociedade portuguesa sabe também que, nos últimos anos, as opções políticas que foram instituídas, alterando pressupostos e prioridades no plano do desenvolvimento científico e tecnológico, comprometeram a continuidade do crescimento do sistema científico e tecnológico nacional e a afirmação da própria FCT, tendo originado um contexto de crescente crítica e contestação, generalizado a toda a comunidade científica. Sr. Deputado Duarte Marques, relembro que, entre 2005 e 2010, a execução da Fundação para a Ciência e a Tecnologia duplicou de cerca de 222 milhões de euros para 489 milhões de euros em 2010 e que reduziu para 371 milhões de euros em 2015. Assim, desde os últimos quatro anos, teve uma redução de cerca de 23% na redução efetiva do seu orçamento. São os números nas contas oficiais do Estado. É exatamente a inversão desse processo e a reafirmação da missão da FCT como instituição central na implementação da política de ciência e tecnologia, assente em práticas adequadas de avaliação e financiamento, que hoje confiei ao novo Conselho Diretivo da FCT. Urge, efetivamente, reorientar a atuação da FCT, garantindo-lhe uma centralidade plena no sistema científico e tecnológico nacional. A nossa prioridade para os próximos meses e até ao próximo ano de 2017, quando comemorarmos 50 anos da criação da JNICT (Junta Nacional de Investigação Científica e Tecnológica) e 20 anos da criação da FCT, é termos conseguido instituir um enquadramento indispensável ao reforço da autonomia das instituições académicas e científicas e garantido um sistema de avaliação baseado em boas práticas e reconhecido pela comunidade científica. Garantimos, também, um cenário de estabilidade ao financiamento de projetos e atividades de I&D.
241	P00001	P00598	Sr. Ministro, peço-lhe que sintetize a sua intervenção. O Sr. Ministro teve a bondade de nos facultar previamente a sua intervenção, o que tem um lado positivo, que é o facto de a podermos seguir com toda a atenção, mas também tem um lado menos positivo para si, que é o de verificarmos que ainda falta um bom bocado para terminar. Pedia-lhe, por isso, Sr. Ministro, que sintetizasse a parte final da sua intervenção, por favor.
242	P00598	P00002	Sr. Presidente, estou mesmo a terminar. O futuro dos portugueses, o nosso futuro, entrelaça-se num desígnio comum a todos os povos. Todos tiramos proveito do entusiasmo e dos benefícios da descoberta de novos conhecimentos, quando todos participamos na aprendizagem e na aplicação produtiva desses conhecimentos. Por isso, acreditamos que importa democratizar o acesso à ciência e ao conhecimento, importa persistir num esforço contínuo de apoio à atividade científica, às suas instituições, ao relacionamento com a sociedade mas, também, ao emprego científico e à formação avançada. Muito obrigado pela vossa atenção.
243	P00001	P00002	Chegámos, assim, ao fim do segundo e último ponto da nossa ordem de trabalhos de hoje. A sessão plenária de amanhã tem uma agenda particularmente complexa, de que constam os seguintes pontos: Em primeiro lugar, iremos proceder a um debate de urgência, requerido pelo Grupo Parlamentar do PSD, sobre a privatização da TAP e as alterações ao contrato que firmou a alienação, por parte do Estado, de 61% do capital da TAP ao consórcio Atlantic Gateway. Segue-se a apreciação dos projetos de resolução n. 87/XIII (1.ª) — Lançamento de um programa de intervenção cultural no Brasil na sequência do incêndio no Museu da Língua Portuguesa de São Paulo (PSD) e 148/XIII (1.ª) — Recomenda ao Governo o aprofundamento da cooperação institucional e operacional entre o Instituto Camões – Instituto da Cooperação e da Língua e as entidades responsáveis pela implantação e manutenção do Museu da Língua Portuguesa, com vista à recuperação do Museu e da restituição do acervo tecnológico (CDS-PP). Será, depois, apreciado, na generalidade, o projeto de lei n.º 129/XIII (1.ª) — Primeira alteração à Lei n.º 5/2011, de 2 de março, que aprova a Lei das Ordens Honoríficas Portuguesas, integrando a Ordem de Camões no âmbito das ordens nacionais (PS); Segue-se a apreciação dos projetos de resolução n. 71/XIII (1.ª) — Prorrogação do período transitório previsto no estatuto da carreira docente do ensino superior universitário e politécnico, garantindo condições para a conclusão dos doutoramentos e corrigindo injustiças (BE), 146/XIII (1.ª) — Propõe a criação de um novo regime transitório para a conclusão da obtenção do grau de doutor e a contratação efetiva com vínculo público dos docentes do ensino superior público (PCP) e 150/XIII (1.ª) — Recomenda ao Governo a adoção de medidas que assegurem a equidade na aplicação dos regimes transitórios dos estatutos das carreiras docentes do ensino superior público (PS) e da petição n.º 541/XII (4.ª) — Apresentada pela Federação Nacional dos Professores (FENPROF), solicitando à Assembleia da República a adoção de medidas relacionadas com o direito à estabilidade de emprego dos docentes e investigadores do ensino superior; Serão ainda apreciados os projetos de resolução n. 30/XIII (1.ª) — Resolução urgente dos problemas ambientais em São Pedro da Cova (PCP), 99/XIII (1.ª) — Recomenda ao Governo a remoção integral dos resíduos perigosos depositados nas antigas minas de carvão de São Pedro da Cova, em Gondomar, e as
